35.24,5.936,32.66
5.024,2.241,41.119
5.8208,2.412,40.48

35.79,5.98,80.79
5.27,2.29,89.106
6.258,2.5017,88.364

10.628,3.26,86.06
1.409,1.187,94.84
4.057,2.014,90.24

40.66,6.376,32.04
5.124,2.26,41.03
7.323,2.706,39.48

40.91,6.396,80.21
5.406,2.325,89.00
7.446,2.728,87.61

13.61,3.689,84.99
3.943,1.986,90.37
1.376,1.173,94.94






